CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
03.342.704/0001-30;2025-12-31;8;154426;PETRORECÔNCAVO S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.342.704/0001-30;2025-12-31;8;154426;PETRORECÔNCAVO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;5;154787;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;5.00;45.000000;201.00;2008.00;0.00
03.378.521/0001-75;2025-12-31;5;154787;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;9.00;5.60;16.000000;778.00;0.00;0.00
03.378.521/0001-75;2025-12-31;5;154787;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;6.80;67.000000;518.00;436.00;0.00
03.378.521/0001-75;2025-12-31;5;154787;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;31.000000;0.00;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.92;6.92;0.000000;0.00;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.92;4.92;0.000000;7.19;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;6.92;10.70;5.66
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.33;4.33;0.000000;6.92;7.75;5.66
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.000000;10.40;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.000000;6.28;0.00;0.00
03.853.896/0001-40;2025-12-31;8;154450;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;8;154450;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.030000;4.01;0.00;0.00
03.853.896/0001-40;2025-12-31;8;154450;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;8;154450;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.020000;3.89;0.00;3.55
03.853.896/0001-40;2025-12-31;8;154450;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;8;154450;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.003000;6.19;0.00;0.00
03.853.896/0001-40;2025-12-31;8;154450;MARFRIG GLOBAL FOODS S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;8;154450;MARFRIG GLOBAL FOODS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;14.000000;7.61;0.00;6.01
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;6.000000;16.21;16.39;9.09
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;5.000000;18.86;0.00;8.74
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;0.000000;22.41;0.00;11.49
04.752.991/0001-10;2025-12-31;6;154167;BIOMM S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;4.50;1.130000;25.34;0.00;0.00
04.821.041/0001-08;2025-12-31;9;153858;METALFRIO SOLUTIONS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;55.92;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;9.00;5.00;3.180000;19.52;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.33;0.00;0.000000;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.17;5.00;3.180000;20.70;0.00;17.94
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;6.00;3.180000;19.23;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.02;0.00;0.000000;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.75;6.00;3.180000;19.75;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;4.00;4.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;4.00;4.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;4.00;4.00;0.000000;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0.000000;0.00;0.00;0.00
04.912.242/0001-02;2025-12-31;2;152262;PORTUENSE FERRAGENS S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
04.912.242/0001-02;2025-12-31;2;152262;PORTUENSE FERRAGENS S/A;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.42;0.130000;6.50;0.00;0.00
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;3.67;0.130000;6.50;0.00;0.00
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.75;0.00;0.000000;0.00;0.00;0.00
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.08;4.00;0.260000;0.00;0.00;0.00
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.58;36.000000;6.50;0.00;0.00
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;4.00;36.000000;6.50;0.00;0.00
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;4.00;36.000000;6.50;0.00;0.00
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.00;10.00;0.000000;0.00;0.00;17.52
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;21.64
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;10.00;0.000000;0.00;0.00;24.20
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;9.00;9.00;0.000000;0.00;0.00;18.52
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;2.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2025-01-01;2025-12-31;Conselho de Administração;4.60;2.60;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.60;2.60;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;7.83;0.000000;6.70;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;6.70;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;8.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.30;4.30;0.010000;0.00;0.00;9.73
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;3.00;0.050000;0.00;0.00;5.99
06.164.253/0001-87;2025-12-31;10;154654;GOL LINHAS AEREAS INTELIGENTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;1.220000;26964456.79;2495141.09;1423605.00
06.164.253/0001-87;2025-12-31;10;154654;GOL LINHAS AEREAS INTELIGENTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;1.090000;41360755.16;0.00;0.00
06.164.253/0001-87;2025-12-31;10;154654;GOL LINHAS AEREAS INTELIGENTES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.70;3.70;1.208000;9633216.03;62685.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;7.00;3.180000;18.99;0.00;18.39
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;7.00;0.000000;19.45;17.32;17.32
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.67;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.58;3.00;3.180000;19.90;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;9.00;3.00;3.180000;19.32;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2022-04-01;2023-03-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2022-04-01;2023-03-31;Diretoria Estatutária;3.00;3.00;0.015000;1.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Diretoria Estatutária;3.00;3.00;0.023000;1.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2023-04-01;2024-03-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2023-04-01;2024-03-31;Diretoria Estatutária;3.00;3.00;0.000000;0.25;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2024-04-01;2025-03-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2024-04-01;2025-03-31;Diretoria Estatutária;4.00;4.00;0.000000;0.25;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2025-01-01;2025-12-31;Diretoria Estatutária;8.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;0.00;0.000000;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.33;0.00;0.000000;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.17;0.00;0.040000;2.26;0.00;2.26
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.92;5.92;0.000000;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;6.00;0.000000;0.00;0.00;0.00
