CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
04.069.709/0001-02;2025-12-31;3;150951;BIONEXO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.58;2.58;0;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;1350150;7.47;13.36;-7952383.50
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;162611;13.31;11.44;304082.57
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;113863;22.69;12.62;1146600.41
04.423.567/0001-21;2025-12-31;9;154778;ENEVA S.A;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
04.821.041/0001-08;2025-12-31;9;153858;METALFRIO SOLUTIONS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.75;5.75;0;0.00;0.00;0.00
04.821.041/0001-08;2025-12-31;9;153858;METALFRIO SOLUTIONS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.17;4.17;0;0.00;0.00;0.00
04.821.041/0001-08;2025-12-31;9;153858;METALFRIO SOLUTIONS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.58;5.58;0;0.00;0.00;0.00
04.821.041/0001-08;2025-12-31;9;153858;METALFRIO SOLUTIONS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
04.821.041/0001-08;2025-12-31;9;153858;METALFRIO SOLUTIONS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
04.821.041/0001-08;2025-12-31;9;153858;METALFRIO SOLUTIONS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.02;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.75;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;7.00;205205;32.16;32.16;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.33;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.17;4.00;111338;31.12;29.42;189274.60
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
04.895.728/0001-80;2025-12-31;7;154717;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;4.00;4.00;0;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;4.00;4.00;0;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;4.00;4.00;0;0.00;0.00;0.00
04.902.979/0001-44;2025-12-31;7;154728;BCO AMAZONIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
04.912.242/0001-02;2025-12-31;2;152262;PORTUENSE FERRAGENS S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
04.986.320/0001-13;2025-12-31;7;154709;SER EDUCACIONAL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;4.00;1136064;0.00;6.64;-7543464.96
05.197.443/0001-38;2025-12-31;13;154478;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;3.08;2516764;0.00;6.64;-16711312.96
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;83950;0.00;25.91;-2175144.50
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;1.00;49977;0.00;21.76;-1087499.52
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.00;10.00;420000;0.00;20.58;-8643600.00
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
05.878.397/0001-32;2025-12-31;12;153835;ALLOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;8.00;420000;0.00;20.58;-8643600.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;2.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2025-01-01;2025-12-31;Conselho de Administração;4.60;2.60;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
05.917.486/0001-40;2025-12-31;10;154683;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.60;2.60;0;0.00;0.00;0.00
06.047.087/0001-39;2025-12-31;8;154448;REDE D'OR SÃO LUIZ S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
06.047.087/0001-39;2025-12-31;8;154448;REDE D'OR SÃO LUIZ S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.047.087/0001-39;2025-12-31;8;154448;REDE D'OR SÃO LUIZ S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.50;2.00;580000;17.92;26.14;-4767600.00
06.047.087/0001-39;2025-12-31;8;154448;REDE D'OR SÃO LUIZ S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.047.087/0001-39;2025-12-31;8;154448;REDE D'OR SÃO LUIZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.66;3.00;812000;17.11;45.89;-23369360.00
06.047.087/0001-39;2025-12-31;8;154448;REDE D'OR SÃO LUIZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.047.087/0001-39;2025-12-31;8;154448;REDE D'OR SÃO LUIZ S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.047.087/0001-39;2025-12-31;8;154448;REDE D'OR SÃO LUIZ S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;1989465;0.00;11.39;-22660006.35
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
06.057.223/0001-71;2025-12-31;10;154397;SENDAS DISTRIBUIDORA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.30;4.30;1036076;0.00;13.90;-14401456.40
06.164.253/0001-87;2025-12-31;10;154654;GOL LINHAS AEREAS INTELIGENTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
06.164.253/0001-87;2025-12-31;10;154654;GOL LINHAS AEREAS INTELIGENTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;593592;12.59;12.25;201821.28
06.164.253/0001-87;2025-12-31;10;154654;GOL LINHAS AEREAS INTELIGENTES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.70;3.70;0;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;6.00;125137;32.16;32.16;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.67;0.00;0;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.58;5.00;88945;31.12;29.42;151206.50
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
06.272.793/0001-84;2025-12-31;4;154307;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
06.626.253/0001-51;2025-12-31;11;154346;EMPREENDIMENTOS PAGUE MENOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;3.00;58516;0.00;3.81;-222945.96
06.626.253/0001-51;2025-12-31;11;154346;EMPREENDIMENTOS PAGUE MENOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;11.70;11.70;1537113;0.00;3.73;-5733431.49
06.626.253/0001-51;2025-12-31;11;154346;EMPREENDIMENTOS PAGUE MENOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;2.00;31129;0.00;9.22;-287009.38
06.626.253/0001-51;2025-12-31;11;154346;EMPREENDIMENTOS PAGUE MENOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.75;14.75;831621;0.00;9.29;-7725759.09
06.626.253/0001-51;2025-12-31;11;154346;EMPREENDIMENTOS PAGUE MENOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;3.00;62062;0.00;3.58;-222181.96
06.626.253/0001-51;2025-12-31;11;154346;EMPREENDIMENTOS PAGUE MENOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.58;8.58;604338;0.00;3.42;-2066835.96
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Conselho de Administração;9.00;9.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2021-04-01;2022-03-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2022-04-01;2023-03-31;Conselho de Administração;9.00;9.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2022-04-01;2023-03-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2023-04-01;2024-03-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2023-04-01;2024-03-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2023-04-01;2024-03-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2024-04-01;2025-03-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2024-04-01;2025-03-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
06.981.381/0001-13;2025-03-31;10;151607;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2024-04-01;2025-03-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;3.00;184846;0.00;26.64;-4924297.44
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;3.00;44247;0.00;30.90;-1367232.30
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;3.00;36124;0.00;24.49;-884676.76
07.206.816/0001-15;2025-12-31;1;148689;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.17;3.17;644649;10.85;12.08;-792918.27
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.33;4.33;1148776;6.77;8.88;-2423917.36
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
07.415.333/0001-20;2025-12-31;4;153678;SIMPAR S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.92;5.92;453659;18.21;5.78;5638981.37
07.526.557/0001-00;2025-12-31;6;154188;AMBEV S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.00;0.00;0;0.00;0.00;0.00
07.526.557/0001-00;2025-12-31;6;154188;AMBEV S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.00;2.00;11872;17.21;15.26;23150.40
07.526.557/0001-00;2025-12-31;6;154188;AMBEV S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.67;2.00;699536;18.16;14.21;2763167.20
07.526.557/0001-00;2025-12-31;6;154188;AMBEV S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;13.50;11.00;2420667;16.74;14.08;6438974.22
07.526.557/0001-00;2025-12-31;6;154188;AMBEV S.A.;2024-01-01;2024-12-31;Conselho de Administração;13.00;2.00;151392;18.64;12.72;896240.64
07.526.557/0001-00;2025-12-31;6;154188;AMBEV S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;13.00;13.00;1766896;17.50;13.17;7650659.68
07.594.978/0001-78;2025-12-31;8;154786;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.75;0.00;0;0.00;0.00;0.00
07.594.978/0001-78;2025-12-31;8;154786;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.67;0.00;0;0.00;0.00;0.00
07.594.978/0001-78;2025-12-31;8;154786;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
07.594.978/0001-78;2025-12-31;8;154786;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
07.594.978/0001-78;2025-12-31;8;154786;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
07.594.978/0001-78;2025-12-31;8;154786;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
07.628.528/0001-59;2025-06-30;13;153171;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2022-07-01;2023-06-30;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
07.628.528/0001-59;2025-06-30;13;153171;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2022-07-01;2023-06-30;Diretoria Estatutária;2.00;2.00;269621;24.14;0.00;6508650.94
07.628.528/0001-59;2025-06-30;13;153171;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021-07-01;2022-06-30;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
07.628.528/0001-59;2025-06-30;13;153171;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2021-07-01;2022-06-30;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
07.628.528/0001-59;2025-06-30;13;153171;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2023-07-01;2024-06-30;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
07.628.528/0001-59;2025-06-30;13;153171;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2023-07-01;2024-06-30;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
07.659.538/0001-51;2025-12-31;1;152329;DINAMICA ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
07.689.002/0001-89;2025-12-31;9;154474;EMBRAER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;459957;18.99;14.24;2184795.75
07.689.002/0001-89;2025-12-31;9;154474;EMBRAER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;4.08;850095;11.06;18.15;-6027173.55
